AcresBurned,Active,AdminUnit,AirTankers,ArchiveYear,CalFireIncident,CanonicalUrl,ConditionStatement,ControlStatement,Counties,CountyIds,CrewsInvolved,Dozers,Engines,Extinguished,Fatalities,Featured,Final,FuelType,Helicopters,Injuries,Latitude,Location,Longitude,MajorIncident,Name,PercentContained,PersonnelInvolved,Public,SearchDescription,SearchKeywords,Started,Status,StructuresDamaged,StructuresDestroyed,StructuresEvacuated,StructuresThreatened,UniqueId,Updated,WaterTenders
63311,False,USFS Shasta-Trinity National Forest,,2018,True,/incidents/2018/9/5/delta-fire/,,,Trinity,"45,53",,,,2019-01-04T09:07:00Z,,False,True,,,,40.9425,"I-5 and Lamoine, 2 miles NW of Lakehead ",-122.43,False,Delta Fire,100,,True,"The Delta Fire started on September 5, 2018 at I-5 and Lamoine, 2 miles NW of Lakehead in Shasta County and burned 63,311 acres before being contained on October 7, 2018.","Delta Fire, September 2018, Shasta County",2018-09-05T12:51:00Z,Finalized,,42,,,ba818380-4001-46a2-ac04-d5f322cdf3b9,2019-10-25T10:17:21.687Z,
48920,False,Unified command: CAL FIRE Mendocino Unit and USFS Mendocino National Forest ,,2018,True,/incidents/2018/7/27/river-fire-mendocino-complex/,"<p>To sign up to receive news releases and fact sheets for the <a href=""https://visitor.r20.constantcontact.com/manage/optin?v=001uWnjXQrYldC7E8KAawvX0U8k7-2jLoe5dMTXhvrHHBFNlTNVmL_s5fxasvBhMIS-9FCUqwZFi16W8jtPCEkOAp3wPpsnq06PVMFoVvSJLrg%3D"" target=""_blank""> Mendocino Complex </a> click the link.",,Colusa,"6,17,23",58,76,256,2019-01-04T09:18:00Z,,False,True,,20,,39.04786,"Old River Rd, near Mile Marker Post 7.9, Hopland ",-123.11971,True,River Fire (Mendocino Complex),100,3100,True,"The River Fire started on July 27, 2018 off Old River Rd, near Mile Marker Post 7.9, Hopland in Mendocino County and burned 48,920 acres. It was contained August 13, 2018.","River Fire, July 2018, Mendocino County",2018-07-27T13:01:00Z,Finalized,,35,,1025,af30fe23-6cfd-4fd6-b2d9-91648eeae814,2019-10-25T10:07:14.547Z,79
48920,False,Unified command: CAL FIRE Mendocino Unit and USFS Mendocino National Forest ,,2018,True,/incidents/2018/7/27/river-fire-mendocino-complex/,"<p>To sign up to receive news releases and fact sheets for the <a href=""https://visitor.r20.constantcontact.com/manage/optin?v=001uWnjXQrYldC7E8KAawvX0U8k7-2jLoe5dMTXhvrHHBFNlTNVmL_s5fxasvBhMIS-9FCUqwZFi16W8jtPCEkOAp3wPpsnq06PVMFoVvSJLrg%3D"" target=""_blank""> Mendocino Complex </a> click the link.",,Lake,"6,17,23",58,76,256,2019-01-04T09:18:00Z,,False,True,,20,,39.04786,"Old River Rd, near Mile Marker Post 7.9, Hopland ",-123.11971,True,River Fire (Mendocino Complex),100,3100,True,"The River Fire started on July 27, 2018 off Old River Rd, near Mile Marker Post 7.9, Hopland in Mendocino County and burned 48,920 acres. It was contained August 13, 2018.","River Fire, July 2018, Mendocino County",2018-07-27T13:01:00Z,Finalized,,35,,1025,af30fe23-6cfd-4fd6-b2d9-91648eeae814,2019-10-25T10:07:14.547Z,79
48920,False,Unified command: CAL FIRE Mendocino Unit and USFS Mendocino National Forest ,,2018,True,/incidents/2018/7/27/river-fire-mendocino-complex/,"<p>To sign up to receive news releases and fact sheets for the <a href=""https://visitor.r20.constantcontact.com/manage/optin?v=001uWnjXQrYldC7E8KAawvX0U8k7-2jLoe5dMTXhvrHHBFNlTNVmL_s5fxasvBhMIS-9FCUqwZFi16W8jtPCEkOAp3wPpsnq06PVMFoVvSJLrg%3D"" target=""_blank""> Mendocino Complex </a> click the link.",,Mendocino,"6,17,23",58,76,256,2019-01-04T09:18:00Z,,False,True,,20,,39.04786,"Old River Rd, near Mile Marker Post 7.9, Hopland ",-123.11971,True,River Fire (Mendocino Complex),100,3100,True,"The River Fire started on July 27, 2018 off Old River Rd, near Mile Marker Post 7.9, Hopland in Mendocino County and burned 48,920 acres. It was contained August 13, 2018.","River Fire, July 2018, Mendocino County",2018-07-27T13:01:00Z,Finalized,,35,,1025,af30fe23-6cfd-4fd6-b2d9-91648eeae814,2019-10-25T10:07:14.547Z,79
46150,False,USFS Shasta-Trinity National Forest,,2018,False,/incidents/2018/8/9/hirz-fire/,,,Shasta,45,,,,2019-01-04T09:21:00Z,,False,True,,,,40.896,"off Gilman and Moore Creek Campground, east of Lakehead ",-122.219,True,Hirz Fire,100,,True,"The Hirz Fire started August 9, 2018 off Gilman and Moore Creek Campground, east of Lakehead (Shasta County). Fire burned 46,150 acres and was contained September 12, 2018. ","Hirz Fire, Shasta County, August 9, 2018",2018-08-09T01:55:00Z,Finalized,,,,,cb647b06-1772-4d65-8087-0b841fcfb502,2019-01-04T09:21:00Z,
39387,False,Modoc National Forest,,2018,False,/incidents/2018/8/15/stone-fire/,,,Modoc,25,,,,2019-01-04T09:20:00Z,,False,True,,,,41.38544,"Big Canyon, 10 miles SW of Canby",-121.04386,False,Stone Fire,100,,True,"The Stone Fire started August 15 2018 near Big Canyon, 10 miles SW of Canby (Modoc County). It was contained on August 29, 2018 and burned 39,387 acres.

","Stone Fire, Big Canyon, Canby, Modoc County",2018-08-15T18:05:00Z,Finalized,,,,,58e6dde2-eeae-4a9e-be1e-bfd654d4405b,2019-01-04T09:20:00Z,
38008,False,CAL FIRE Siskiyou Unit,,2018,True,/incidents/2018/7/5/klamathon-fire/,"A local assistance center will be open Monday and Tuesday next week in hornbrook, a location still to be determined. The fire is holding within the current perimeter with no additional fire spread anticipated. Fire suppression repair will continue throughout the fire area including erosion control near dozer lines. Fire equipment will be in and out of the area patrolling for smokes within the fire perimeter.

<br>

<br>

Email Updates (Sign-Up): <a href=""www.tinyurl.com/Klamathon"">www.tinyurl.com/Klamathon</a>

",I-5 is open,Siskiyou,47,6,4,12,2019-01-04T09:55:00Z,1,False,True,,2,3,41.893332,"off Klamathon Road and Copco Road, south of Hornbrook",-122.534655,True,Klamathon Fire,100,350,True,"The Klamathon Fire started on July 5, 2018 off Klamathon Road and Copco Road, south of Hornbrook (Siskiyou County). The fire burned 38,008 acres, and was contained on July 21, 2018.","Klamathon Fire, July 5, 2018, Siskiyou County",2018-07-05T12:31:00Z,Finalized,12,83,,,d7e7eaca-5716-48b3-bd34-37acea282634,2019-10-25T09:41:00.423Z,4
36450,False,Stanislaus National Forest,,2018,False,/incidents/2018/8/1/donnell-fire/,,,Tuolumne,55,,,,2019-01-04T09:26:00Z,,False,True,,,,38.349,"Near Hwy 108, Donnell Lake area in the Carson Iceburg Wilderness",-119.929,False,Donnell Fire,100,,True,"The Donnell Fire started on August 1, 2018 near Hwy 108, Donnell Lake area in the Carson Iceburg Wilderness (Tuolumne County) and 36,450 acres.","Donnell Fire, August 2018, Tuolumne County",2018-08-01T17:48:00Z,Finalized,,,,,c62fc5e2-2340-49b7-b3d8-b883a266827f,2019-01-04T09:26:00Z,
23136,False,Cleveland National Forest,,2018,False,/incidents/2018/8/6/holy-fire/,,,Orange,30,,,,2019-01-04T09:23:00Z,,False,True,,,,33.69888,"Holy Jim Canyon, west of N. Main Divide",-117.52055,False,Holy Fire,100,,True,"The Holy Fire started on August 6, 2018 off Holy Jim Canyon, west of N. Main Divide (Orange County) and burned 23,136 acres. ","Holy Fire, Holy Jim Canyon, Main Divide, Orange County, August 2018",2018-08-06T13:20:00Z,Finalized,,24,,,5b9e5ea7-1f63-46dd-aabd-8cf407c6f4ba,2019-10-25T10:12:42.75Z,
18703,False,Unified Command: CAL FIRE and USFS Lassen National Forest,,2018,True,/incidents/2018/7/27/whaleback-fire/,,,Lassen,18,,,,2019-01-04T09:32:00Z,,False,True,,,,40.633536,"off Whaleback Mountain and Antelope Valley Road, West of Spaulding",-120.868091,False,Whaleback Fire,100,,True,"The Whaleback Fire started July 27, 2018 off Whaleback Mountain and Antelope Valley Road, West of Spaulding (Lassen County) and burned 18,703 acres. It was contained on August 9, 2018.  ","Whaleback Fire, July 27, 2018, Lassen County",2018-07-27T13:32:00Z,Finalized,,,,,684ded31-5a60-4c05-bbdb-2fb913ca0041,2019-01-04T09:32:00Z,
15185,False,CAL FIRE Sonoma-Lake-Napa Unit,,2018,True,/incidents/2018/6/23/pawnee-fire/,"<p>Email Updates (Sign-Up): <a href=""https://visitor.r20.constantcontact.com/manage/optin?v=001uWnjXQrYldC7E8KAawvX0Vu9ne-MrnIk6ucrkLtyCiPSADNvy-gpFi4HsXrrk_61hKqg7ZWlEJFevBJa316BGqczNdC-eSnbOPdxkdg7BG0%3D"" target=""_blank"">www.tinyurl.com/pawnee2018

</a>",Walker Ridge Road at Highway 20,Lake,17,,,,2019-01-04T10:01:00Z,,False,True,,,1,39.0674,"Pawnee Rd & New Long Valley Rd, northeast of Clearlake Oaks ",-122.59848,True,Pawnee Fire,100,,True,"The Pawnee Fire started on June 23, 2018 off Pawnee Rd & New Long Valley Rd, northeast of Clearlake Oaks (Lake County) and burned 15,185 acres. It was contained on July 8, 2018. ","Pawnee Fire, Lake County, New Long Valley Rd, Clearlake Oaks, June 2018",2018-06-23T17:21:00Z,Finalized,,22,,,25574325-cf1d-4191-bc3d-c50ed0a15f9c,2019-10-25T09:04:59.81Z,
13139,False,San Bernardino National Forest,,2018,False,/incidents/2018/7/25/cranston-fire/,,,Riverside,33,,,,2019-01-04T09:36:00Z,,False,True,,,,0.0,"off Highway 74 and Control Road, east of Hemet",0.0,False,Cranston Fire,100,,True,"The Cranston Fire started July 25, 2018 off Highway 74 and Control Road, east of Hemet (Riverside County). This fire was contained on August 11, 2018 and burned 13,139 acres","Cranston Fire, July 25, 2018, Riverside County.

The Cranston Fire burned 13,139 acres andwas contained on August 10 2018.",2018-07-25T11:41:00Z,Finalized,,12,,,999bb931-4f26-4234-bb47-2f0d5b5f6263,2019-10-25T09:51:04.313Z,
12300,False,CAL FIRE Tuolumne-Calaveras Unit,,2018,True,/incidents/2018/6/29/waverly-fire/,,,San Joaquin,39,,,,2019-01-04T09:58:00Z,,False,True,,,,38.052055,"off North Waverly Road and North Shelton Road, east of Linden",-120.945482,False,Waverly Fire,100,,True,"The Waverly Fire starte on July 29, 2018 off North Waverly Road and North Shelton Road, East of Linden (San Joaquin County).","North Waverly Road, North Shelton Road, Linden, san joaquin county, -141, tcu ",2018-06-29T15:11:00Z,Finalized,,1,,,4efc7855-ecbf-4507-8435-399e23a91fef,2019-10-25T09:32:06.367Z,
6974,False,Humboldt-Toiyabe National Forest,,2018,False,/incidents/2018/9/4/boot-fire/,,,Mono,26,,,,2019-01-04T09:09:00Z,,False,True,,,,38.347395,"Hwy 395 & Hwy 108, Sonora Junction",-119.45186,False,Boot Fire,100,,True,"The Boot Fire started on September 4, 2018 off Hwy 395 & Hwy 108, Sonora Junction (Mono County). This fire was 100% contained on September 15, 2018 and burned 6,974 acres.","September 2018, Boot Fire, Mono County",2018-09-04T14:26:00Z,Finalized,,,,,a81f5149-5ac2-48de-a189-609e46f5fad8,2019-01-04T09:09:00Z,
4564,False,CAL FIRE Madera-Mariposa-Merced ,,2018,True,/incidents/2018/6/15/planada-fire/,,,Merced,24,,,,2019-01-04T10:06:00Z,,False,True,,,,37.39339,"off Doug Road and Bonner Road, north of the community of Planada",-120.34207,False,Planada Fire,100,,True,"The Planada Fire started June 15, 2018 off Doug Road and Bonner Road, north of the community of Planada (Merced County). It was contained on June 19, 2018.","Planada Fire, June 15, 2018, Merced County",2018-06-15T10:34:00Z,Finalized,,,,,3de50f18-061e-40f4-8ee4-8a3d3ef25fb1,2019-01-04T10:06:00Z,
4531,False,"Unified Command: CAL FIRE, Ventura County Fire, Ventura Sheriff Dept, LA County Fire, LA City Fire, LA Sherriff Dept, LA Police Dept",,2018,True,/incidents/2018/11/8/hill-fire/,"<a href=""http://cdfdata.fire.ca.gov/pub/cdf/images/incidentfile2282_4328.pdf"" target=""_blank"">Woolsey-Hill Fires WERT Report - Final</a>



<p><a href=""http://cdfdata.fire.ca.gov/pub/cdf/images/incidentfile2282_4329.pdf"" target=""_blank"">Woolsey-Hill Fires WERT Report - Appendix F </a>",,Ventura,56,,,,2019-01-04T08:43:00Z,,False,True,,,,34.22685,"Hill Canyon Rd and Santa Rosa Rd, Santa Rosa Valley",-118.93444,True,Hill Fire,100,,True,"The Hill Fire started on November 8, 2018 off Hill Canyon Rd and Santa Rosa Rd, Santa Rosa Valley (Ventura County).","Hill Canyon Road, Santa Rosa Road, Santa Rosa Valley, Ventura County, -453",2018-11-08T14:03:00Z,Finalized,4,4,,,bc95da49-28a0-4e56-88d9-72e7455063c0,2019-10-25T10:20:04.643Z,
4500,False,Suisun Fire Protection District,,2018,False,/incidents/2018/10/7/branscombe-fire/,,,Solano,48,,,,2019-01-04T08:57:00Z,,False,True,,,,0.0,"Branscombe Road south of Hwy 12, Suisun City",0.0,False,Branscombe Fire,100,,True,"Branscombe Fire started on October 7, 2018 off of Branscombe Road south of Hwy 12, Suisun City (Solano County) and burned 4,500 acres. It was contained on November 9, 2018.","Branscombe Fire, October 2018, Solano County",2018-10-07T13:00:00Z,Finalized,,,,,0f754948-aba7-4423-b8f6-079f68d4d294,2019-01-04T08:57:00Z,
4064,False,Sierra National Forest,,2018,False,/incidents/2018/6/11/lions-fire/,,,Madera,20,,,,2019-01-04T10:03:00Z,,False,True,,,,37.571,near the Lion Point area in the Ansel Adams Wilderness,-119.118,False,Lions Fire,100,,True,"The Lions Fire started on June 11, 2018 near the Lion Point area in the Ansel Adams Wilderness. It crossed onto the Inyo National Forest on June 22. The fire burned 4,064 acres and was contained on July 16, 2018.","Lions Fire, June 2018, Inyo National Forest",2018-06-11T12:00:00Z,Finalized,,,,,b17eb5bf-c44a-4e13-99d0-bbdf5e8f8f67,2019-01-04T10:03:00Z,
3889,False,CAL FIRE Tehama-Glenn Unit,,2018,True,/incidents/2018/10/7/sun-fire/,,All roads are open.,Tehama,52,,,,2019-01-04T08:57:00Z,,False,True,,,,40.22027778,"Hwy 36 and Sunriver Road, east of Red Bluff",-122.18,True,Sun Fire,100,196,True,"Sun Fire started on October 7, 2018 off Hwy 36 and  Sunriver Road, East of Red Bluff (Tehama County),","Sun Fire, October 2018, Tehama County, Hwy 36, Sunriver Road, Red Bluff",2018-10-07T12:51:00Z,Finalized,,,,,8f633ae7-b5f0-455f-a60e-13d9566e5844,2019-01-04T08:57:00Z,
3716,False,CAL FIRE Tehama-Glenn Unit,,2018,True,/incidents/2018/6/23/lane-fire/,,,Tehama,52,,,,2019-01-04T10:02:00Z,,False,True,,,1,40.35068,Off Hwy 36 in Paynes Creek,-121.77867,True,Lane Fire,100,,True,"The Lane Fire started on June 23, 2018 off Highway 36 in Paynes Creek (Tehama County) and burned 3,716 acres. It was contained on July 4, 2018.","Lane Fire, Tehama County, Highway 36, Paynes Creek, June 2018",2018-06-23T11:38:00Z,Finalized,,,,,299d84d9-ff65-4669-bcd7-cb5abb191c75,2019-01-04T10:02:00Z,
3674,False,Hoopa Valley Tribe ,,2018,False,/incidents/2018/8/16/mill-creek-1-fire/,,,Humboldt,12,,,,2019-01-04T09:17:00Z,,False,True,,,,41.07944,"Hwy 96 & Mill Creek Road, northeast of the Town of Hoopa",-123.688056,False,Mill Creek 1 Fire,100,,True,"The Mill Creek 1 Fire started on August 16, 2018 off Hwy 96 & Mill Creek Road, northeast of the Town of Hoopa (Humboldt County). It was contained on August 30, 2018.","Mill Creek 1 Fire August 2018, Humboldt COunty",2018-08-16T09:18:00Z,Finalized,,,,,d3ead5e1-12bb-4d27-8c1d-c723c0747265,2019-01-04T09:17:00Z,
3380,False,US Forest Service - Angeles National Forest,,2018,False,/incidents/2018/9/22/charlie-fire/,,,Los Angeles,19,,,,2019-01-04T09:03:00Z,,False,True,,,,34.48229,"Charlie Canyon Rd  and Tapia Canyon Rd, Castaic",-118.60858,False,Charlie Fire,100,,True,"The Charlie Fire started on September 22 2018 near Charlie Canyon Rd and Tapia Canyon Rd, Castaic (Los Angeles County). It was contained on October 1, 2018 and burned 3,380 acres.","Charlie Fire, Charlie Canyon Road, Tapia Canyon Road, Castaic, Los Angeles County",2018-09-22T14:30:00Z,Finalized,,,,,4fa2e1e0-a920-4991-beb6-3c080b6c1500,2019-01-04T09:03:00Z,
